#Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability,MND
-2514.585187,-0.086025,5.348700,-0.651780,0.139700,-0.223610,-0.083910,265.894807,8.000000
-4375.094567,-0.267935,5.854100,-0.677260,0.117950,-0.163490,-0.045540,651.518399,8.000000
-2414.230966,-0.078668,7.325900,-0.900630,0.165980,-0.277190,-0.111210,217.194329,7.000000
-3520.977798,-0.142311,3.328200,-0.632920,0.130720,-0.160930,-0.030210,375.299342,6.000000
-2489.269681,-0.090688,4.247200,-0.804200,0.124400,-0.210750,-0.086350,278.610975,7.000000
-2965.160823,-0.077681,3.250600,0.192480,0.081490,-0.160670,-0.079180,225.706439,5.000000
-2192.175373,-0.046396,4.054900,0.011590,0.118150,-0.192900,-0.074750,171.483701,8.000000
-4257.999464,-0.181145,0.009200,0.344400,0.051820,-0.138940,-0.087120,550.005538,6.000000
-4480.505867,-0.303364,0.004700,-0.133490,0.079130,-0.159660,-0.080530,722.899246,6.000000
-4166.681417,-0.270262,4.429600,1.051640,0.063190,-0.135610,-0.072420,577.891990,4.000000
-5259.289479,-0.082257,1.418600,-2.003930,0.177140,-0.233370,-0.056230,255.279014,6.000000
-3801.990031,-0.242045,5.084100,-0.048830,0.051010,-0.143370,-0.092360,576.686609,4.000000
-4402.365504,-0.336134,2.374400,-1.505500,0.114020,-0.168850,-0.054830,754.674897,7.000000
-3933.325753,-0.219507,5.439400,1.008690,0.031350,-0.114370,-0.083020,521.842818,3.000000
-3684.867929,-0.199270,3.892100,-1.344460,0.149440,-0.130960,0.018480,405.644723,5.000000
-4232.456991,-0.216423,13.818500,0.465190,0.056680,-0.144980,-0.088300,545.377243,6.000000
-4218.540540,-0.135134,18.005000,0.929440,0.087520,-0.178980,-0.091460,359.379275,6.000000
-2689.700015,-0.073101,8.048400,-0.583800,0.108770,-0.179100,-0.070330,230.133856,6.000000
-3762.917696,-0.113239,4.491600,-1.639280,0.138890,-0.219140,-0.080250,326.429301,5.000000
-3632.930274,-0.140397,0.113600,-0.550320,0.119560,-0.140260,-0.020700,356.679161,6.000000
-2858.977619,-0.043799,3.247200,0.016710,0.143990,-0.192490,-0.048500,156.628598,11.000000
-2256.049270,-0.063290,7.250100,-0.413330,0.148010,-0.223590,-0.075580,193.797613,8.000000
-2542.126366,-0.080916,3.816300,-0.929090,0.111420,-0.205510,-0.094090,290.163818,7.000000
-3063.450310,-0.078390,12.540900,-0.403150,0.070990,-0.202580,-0.131590,233.317711,6.000000
-7310.488021,-0.094550,7.934400,0.311370,0.073430,-0.145680,-0.072250,277.789404,5.000000
-8942.395134,-0.147289,0.003500,0.420460,0.069190,-0.156390,-0.087200,466.709145,6.000000
-3469.581091,-0.101930,7.923400,0.119580,0.065060,-0.140650,-0.075590,300.016560,6.000000
-3744.084839,-0.227744,2.607700,-0.441080,0.095010,-0.145100,-0.050090,558.058450,6.000000
-2747.478602,-0.097842,7.535300,0.952470,0.053260,-0.136680,-0.083420,284.066516,4.000000
-2984.546191,-0.112384,1.605100,0.077410,0.119870,-0.200520,-0.080650,349.937180,6.000000
-3268.350641,-0.137467,8.039000,-1.069900,0.151250,-0.207990,-0.056740,378.849047,6.000000
-2477.810873,-0.091706,9.641800,-0.435970,0.150220,-0.239720,-0.089500,258.885843,8.000000
-2524.295647,-0.069391,1.698300,-0.916030,0.153600,-0.232440,-0.078840,247.861029,7.000000
-2429.080200,-0.080249,5.125800,-0.904120,0.114530,-0.206570,-0.092040,265.868926,7.000000
-4056.384072,-0.222636,2.991600,0.897680,0.056840,-0.142330,-0.085490,501.634553,3.000000
-3362.971288,-0.151836,10.096600,0.445700,0.148260,-0.294480,-0.146220,353.835194,6.000000
-3446.623631,-0.158588,3.240800,-0.702120,0.125790,-0.200900,-0.075110,422.262179,8.000000
-2531.275039,-0.100844,5.815800,-1.473680,0.154840,-0.201920,-0.047080,232.088450,5.000000
-3245.224754,-0.178181,0.776300,0.528840,0.068250,-0.168590,-0.100340,494.652370,4.000000
-7197.812059,-0.091633,12.658700,0.275530,0.074940,-0.159510,-0.084570,306.586502,6.000000
-4147.308672,-0.188843,0.144900,0.264810,0.056600,-0.173390,-0.116790,548.992075,6.000000
-3411.282855,-0.165633,5.553500,-0.999190,0.145390,-0.194050,-0.048660,443.734427,7.000000
-5648.469562,-0.154901,6.358000,-0.904630,0.102270,-0.170960,-0.068690,386.038544,6.000000
-3093.836921,-0.200207,0.851200,0.310350,0.065400,-0.140400,-0.075000,497.690813,8.000000
-3718.527030,-0.188349,3.530400,-1.401770,0.176580,-0.298770,-0.122190,418.077219,6.000000
-2756.623611,-0.109915,5.124900,0.839060,0.057230,-0.147750,-0.090520,329.461278,4.000000
-3170.764789,-0.176616,3.114800,-0.651600,0.112830,-0.177610,-0.064780,437.455031,7.000000
-2298.821973,-0.086003,2.954000,-0.564560,0.142890,-0.345300,-0.202410,248.989021,8.000000
-2121.785157,-0.065419,3.743700,-0.246680,0.128900,-0.318690,-0.189790,206.587783,8.000000
-4208.693083,-0.120885,3.974100,0.909410,0.083910,-0.196270,-0.112360,361.620515,6.000000
-7833.754313,-0.123787,0.000000,0.770000,0.034980,-0.133040,-0.098060,431.521405,6.000000
-3294.348988,-0.108199,6.399200,0.242370,0.093360,-0.174150,-0.080790,318.575235,4.000000
-1987.418872,-0.036375,4.532400,-1.071210,0.183940,-0.410540,-0.226600,133.876183,7.000000
-2879.437080,-0.134928,3.199400,-0.480520,0.117880,-0.166540,-0.048660,375.168673,8.000000
-2476.003316,-0.082265,3.408700,-0.782260,0.151340,-0.217350,-0.066010,259.427015,8.000000
-2882.975206,-0.083406,7.856400,-0.515410,0.146620,-0.218030,-0.071410,244.073075,8.000000
-2060.984541,-0.041194,5.907300,-0.464650,0.105410,-0.192660,-0.087250,161.188574,8.000000
-3418.487714,-0.195149,11.979500,-0.638020,0.109050,-0.191790,-0.082740,518.169767,8.000000
-4528.789855,-0.157830,10.336800,0.363630,0.082940,-0.192530,-0.109590,416.532382,6.000000
-2131.425558,-0.062231,9.340600,-1.642840,0.160080,-0.176090,-0.016010,172.697151,5.000000
-4255.536740,-0.156068,13.008300,0.527640,0.088920,-0.180940,-0.092020,381.817920,6.000000
-2440.967024,-0.061096,0.011300,0.962530,0.008460,-0.172370,-0.163910,204.103416,6.000000
-2465.593997,-0.094324,3.625900,-0.357060,0.065520,-0.148110,-0.082590,283.440553,5.000000
-3767.652012,-0.107731,7.983600,0.583710,0.057350,-0.156020,-0.098670,304.023612,4.000000
-2644.704552,-0.124707,4.395900,0.001120,0.070950,-0.190040,-0.119090,337.954500,4.000000
-5300.864221,-0.125022,1.594900,0.486930,0.013800,-0.321590,-0.307790,347.572682,6.000000
-3121.504826,-0.175868,3.141600,-0.847480,0.091510,-0.131930,-0.040420,452.831892,5.000000
-3069.157290,-0.161456,3.566100,-0.785780,0.077800,-0.147530,-0.069730,383.535730,5.000000
-2601.394060,-0.136687,4.987600,-0.576630,0.133280,-0.147030,-0.013750,354.661387,8.000000
-3623.028252,-0.086800,5.941300,-1.033310,0.123400,-0.187120,-0.063720,276.206247,6.000000
-3759.212195,-0.160826,8.140500,0.428740,0.050210,-0.135520,-0.085310,451.923597,4.000000
-3200.096846,-0.189532,3.967100,-0.871650,0.094640,-0.129160,-0.034520,475.920317,5.000000
-4152.459836,-0.313845,5.289400,0.687770,0.107680,-0.159150,-0.051470,737.285941,6.000000
-2403.199257,-0.052269,5.950200,-0.954330,0.146490,-0.228750,-0.082260,181.428619,7.000000
-3860.785857,-0.141259,5.303700,-1.196720,0.088440,-0.149170,-0.060730,378.587705,6.000000
-2832.711851,-0.123014,3.895400,0.891700,0.073290,-0.147730,-0.074440,365.623061,4.000000
-2826.882171,-0.093738,10.274500,0.221710,0.075920,-0.151070,-0.075150,274.402151,6.000000
-2537.000478,-0.083581,2.105100,-1.144190,0.162930,-0.317120,-0.154190,234.557545,8.000000
-3808.361184,-0.246823,1.416500,0.058450,0.116500,-0.197820,-0.081320,575.092572,6.000000
-3118.343047,-0.211414,2.043900,0.361860,0.075970,-0.144100,-0.068130,514.057945,8.000000
-2701.804152,-0.098889,6.199500,0.484400,0.102200,-0.280370,-0.178170,239.109830,6.000000
-5438.985617,-0.487725,0.000200,0.674140,0.117620,-0.162240,-0.044620,1067.321778,6.000000
-3326.517735,-0.107051,8.697700,0.059850,0.064950,-0.146380,-0.081430,326.977466,6.000000
-3848.105093,-0.198818,5.919500,0.478540,0.063440,-0.159660,-0.096220,493.943119,4.000000
-4018.914257,-0.210022,7.831400,0.236010,0.068030,-0.173640,-0.105610,534.608585,5.000000
-6221.473794,-0.140728,7.404200,0.196980,0.076810,-0.177520,-0.100710,412.339056,5.000000
-2628.742020,-0.124573,5.703200,0.600540,0.078600,-0.254490,-0.175890,281.146292,5.000000
-3846.485762,-0.283741,4.902700,0.965240,0.101820,-0.162920,-0.061100,657.663196,5.000000
-2066.648584,-0.049385,4.239900,-0.838170,0.134030,-0.218500,-0.084470,169.693824,7.000000
-3542.108520,-0.156986,4.658500,-0.590660,0.118860,-0.174860,-0.056000,435.809558,8.000000
-2862.319038,-0.113816,5.435400,-0.709280,0.139040,-0.196630,-0.057590,317.077591,8.000000
-2674.109648,-0.092582,0.004800,0.724440,0.081370,-0.164840,-0.083470,289.283923,6.000000
-4492.110237,-0.184965,0.001700,-1.134240,0.145990,-0.140220,0.005770,418.426530,6.000000
-2593.884080,-0.064708,4.840800,-0.723570,0.118300,-0.211630,-0.093330,238.147633,7.000000
-3255.085387,-0.153043,2.728800,-0.875760,0.134430,-0.200500,-0.066070,416.676293,7.000000
-2864.650870,-0.137966,2.229300,0.010140,0.053630,-0.152370,-0.098740,332.880401,4.000000
-3830.875196,-0.183544,5.801200,0.331350,0.059500,-0.188710,-0.129210,539.544860,6.000000
-3615.668961,-0.196822,4.663600,-0.437430,0.129390,-0.181590,-0.052200,495.544381,7.000000
-2142.791726,-0.060832,1.920000,-0.934060,0.143980,-0.217450,-0.073470,186.866054,7.000000
-2812.070178,-0.114497,5.883500,0.247960,0.096720,-0.264680,-0.167960,297.984813,6.000000
-3530.778512,-0.126805,10.036300,0.391470,0.078030,-0.161710,-0.083680,366.249985,6.000000
-2491.402517,-0.069052,9.553300,-0.774250,0.099700,-0.184010,-0.084310,234.510203,6.000000
-5099.716645,-0.104706,9.449900,0.234440,0.078680,-0.138420,-0.059740,270.367478,5.000000
-4952.759432,-0.096321,0.977900,-1.294340,0.167070,-0.318990,-0.151920,310.320227,6.000000
-2750.457618,-0.165158,0.920600,0.505950,0.056920,-0.000890,0.056030,416.257681,4.000000
-3754.080846,-0.177373,3.393100,-1.644390,0.147120,-0.191030,-0.043910,462.988638,6.000000
-3322.480478,-0.176231,4.248200,-0.956240,0.098410,-0.143420,-0.045010,433.581929,8.000000
-4005.547435,-0.221908,4.584900,-1.284680,0.113080,-0.161780,-0.048700,508.817437,6.000000
-3484.515894,-0.123803,4.816000,-0.848620,0.105550,-0.182350,-0.076800,321.558242,6.000000
-2925.751826,-0.093622,5.661500,-0.945900,0.157100,-0.218110,-0.061010,283.896631,7.000000
-3719.915867,-0.090694,9.984000,0.414220,0.148640,-0.173640,-0.025000,242.305720,6.000000
-3117.010538,-0.120741,4.031000,-0.537720,0.126850,-0.193450,-0.066600,319.133181,9.000000
-2945.589658,-0.113582,4.700400,-1.268570,0.149120,-0.206670,-0.057550,333.042066,6.000000
-2687.264852,-0.065903,5.391300,0.638600,0.062670,-0.160590,-0.097920,173.438971,4.000000
-4982.017089,-0.249017,6.746000,-1.403780,0.117870,-0.157240,-0.039370,558.760724,7.000000
-2982.546763,-0.110352,2.419800,-0.972910,0.125470,-0.208240,-0.082770,363.669037,7.000000
-2228.425846,-0.084424,2.659200,-0.524410,0.150170,-0.347930,-0.197760,252.018568,8.000000
-4090.291661,-0.164920,4.692600,-1.319730,0.098150,-0.163780,-0.065630,450.270513,6.000000
-1856.534411,-0.035930,3.072500,-0.295860,0.135630,-0.380030,-0.244400,138.517670,8.000000
-8072.165034,-0.165367,8.359600,0.463160,0.083870,-0.153180,-0.069310,465.270924,4.000000
-3198.093584,-0.190760,4.092600,0.588850,0.045380,-0.156090,-0.110710,433.155899,3.000000
-1993.066374,-0.050044,3.707600,-0.615800,0.127680,-0.381020,-0.253340,166.997238,8.000000
-4913.294618,-0.429536,1.175500,0.880710,0.063220,-0.168550,-0.105330,966.145887,4.000000
-4330.304913,-0.220971,7.085400,0.036960,0.078910,-0.150250,-0.071340,539.512217,5.000000
-3435.996289,-0.210130,1.937100,-0.067180,0.072560,-0.157150,-0.084590,460.343624,5.000000
-3829.292541,-0.238757,0.585600,-0.914760,0.096030,-0.154070,-0.058040,520.949617,7.000000
-3722.119475,-0.129666,5.981800,0.238070,0.069790,-0.138240,-0.068450,398.246467,5.000000
-4499.211601,-0.278884,1.738500,-1.131000,0.107230,-0.140530,-0.033300,586.888959,5.000000
-2481.612129,-0.071617,4.765700,-0.877630,0.138680,-0.220690,-0.082010,210.794260,7.000000
-1870.858947,-0.042823,7.162200,0.123060,0.095470,-0.149980,-0.054510,124.986223,4.000000
-2955.548143,-0.171832,8.747600,-0.512650,0.100430,-0.134670,-0.034240,421.730371,5.000000
-8874.250173,-0.340177,0.040300,0.785340,0.069620,-0.226640,-0.157020,794.266744,6.000000
-3753.538072,-0.206733,3.444900,-0.470370,0.098730,-0.274010,-0.175280,537.735504,8.000000
-4341.392066,-0.125878,11.600300,0.165610,0.037570,-0.180410,-0.142840,395.438102,6.000000
-4716.745836,-0.307201,1.162400,-1.173600,0.106250,-0.142840,-0.036590,702.233460,6.000000
-4865.376882,-0.244041,8.638000,-0.801900,0.112370,-0.167590,-0.055220,555.586109,6.000000
-4631.060636,-0.153473,1.713400,0.850930,0.099320,-0.194800,-0.095480,475.250150,6.000000
-2451.127392,-0.103219,5.934800,0.268940,0.064340,-0.162690,-0.098350,284.934197,4.000000
-3074.613410,-0.079875,10.719600,0.252950,0.066600,-0.154170,-0.087570,242.615610,5.000000
-2909.717863,-0.119812,5.065200,-0.866510,0.145770,-0.204760,-0.058990,337.428186,7.000000
-4836.553511,-0.064534,6.096000,-1.375300,0.183440,-0.251440,-0.068000,222.202694,10.000000
-7179.898832,-0.070093,1.203700,0.594490,0.092150,-0.140390,-0.048240,192.123520,7.000000
-3088.646552,-0.086242,5.555500,-0.510360,0.114720,-0.196760,-0.082040,289.340250,6.000000
-3355.468760,-0.171795,3.481800,-0.482250,0.133180,-0.286780,-0.153600,443.005177,8.000000
-7544.246680,-0.126932,15.347400,0.360720,0.044700,-0.154250,-0.109550,397.922207,6.000000
-3980.190497,-0.176612,7.223200,0.236710,0.079890,-0.164630,-0.084740,455.017218,5.000000
-3103.561416,-0.133034,2.338400,-0.853510,0.083520,-0.112470,-0.028950,328.835817,6.000000
-2492.534595,-0.089600,3.381900,-0.549030,0.125840,-0.173250,-0.047410,267.682810,8.000000
-3150.412539,-0.125464,4.308700,-0.846410,0.135500,-0.213920,-0.078420,355.312526,7.000000
-2973.574236,-0.117937,8.181600,0.342290,0.081700,-0.172280,-0.090580,381.381511,6.000000
-4159.898528,-0.241653,12.868500,-0.669680,0.065540,-0.164000,-0.098460,630.500877,8.000000
-3099.149598,-0.093636,10.147000,0.090200,0.077420,-0.139420,-0.062000,272.937459,6.000000
-2653.912562,-0.162059,9.601000,0.282440,0.053990,-0.099280,-0.045290,378.081448,6.000000
-2295.390037,-0.066843,2.914200,-0.980530,0.168900,-0.221900,-0.053000,214.366963,7.000000
-3518.598356,-0.180782,0.007400,-0.390440,0.103700,-0.165220,-0.061520,533.689541,6.000000
-2933.908506,-0.077491,3.994900,-0.833290,0.137140,-0.225080,-0.087940,232.062076,6.000000
-4218.544568,-0.243651,9.344800,0.400930,0.080390,-0.169580,-0.089190,564.639955,5.000000
-3852.331406,-0.225219,3.544900,0.619360,0.009520,-0.204940,-0.195420,558.881733,6.000000
-4450.206616,-0.208241,7.984400,-0.440920,0.098450,-0.145720,-0.047270,503.249122,8.000000
-2143.056361,-0.051434,3.727800,-0.980300,0.167330,-0.216250,-0.048920,175.060316,7.000000
-2844.513330,-0.094776,4.166300,-0.870310,0.141180,-0.217560,-0.076380,275.945103,7.000000
-2136.224069,-0.040345,1.843000,-1.555450,0.150730,-0.230780,-0.080050,142.894040,6.000000
-2706.216567,-0.104196,7.402900,-0.630850,0.067750,-0.160280,-0.092530,312.302407,8.000000
-2995.738539,-0.112374,5.796900,-1.650630,0.138130,-0.191130,-0.053000,307.552822,5.000000
-4018.056672,-0.101673,11.849400,0.307630,0.062370,-0.131710,-0.069340,286.139898,5.000000
-3880.349743,-0.146040,6.892700,-0.518110,0.091200,-0.191210,-0.100010,367.924223,8.000000
-2638.333819,-0.097773,4.360400,-0.988600,0.088740,-0.212860,-0.124120,295.665799,6.000000
-3171.571170,-0.161574,4.491600,-0.989100,0.132910,-0.180720,-0.047810,390.173659,8.000000
-3340.742076,-0.188767,3.147600,0.179720,0.086550,-0.179760,-0.093210,504.044949,6.000000
-4185.426538,-0.252171,3.569300,0.712970,0.091230,-0.165790,-0.074560,659.351800,5.000000
-7460.419023,-0.076074,4.453100,0.099810,0.061960,-0.169990,-0.108030,237.579637,5.000000
-2754.207789,-0.101136,3.185700,-0.902270,0.121190,-0.221060,-0.099870,298.669235,7.000000
-3381.236532,-0.175121,1.562500,0.377360,0.058320,-0.288630,-0.230310,508.390838,6.000000
-2449.040001,-0.120671,4.318500,-0.669360,0.147700,-0.138500,0.009200,316.583850,8.000000
-3864.772278,-0.198416,2.741000,-1.682760,0.133040,-0.178430,-0.045390,494.890909,5.000000
-3651.628261,-0.126089,3.803300,0.287100,0.057500,-0.135540,-0.078040,419.728671,6.000000
-3172.105516,-0.153818,6.622200,0.411850,0.059350,-0.149370,-0.090020,461.329352,6.000000
-2677.105265,-0.094602,4.973900,-0.455570,0.112900,-0.179890,-0.066990,288.264886,8.000000
-2836.686324,-0.122746,3.535900,-0.388610,0.101990,-0.158830,-0.056840,351.414996,8.000000
-3238.115262,-0.103451,0.007700,0.492880,0.086910,-0.152890,-0.065980,331.403950,6.000000
-2768.874420,-0.093571,4.545300,-0.842490,0.114520,-0.217030,-0.102510,302.896502,7.000000
-2028.715409,-0.044063,3.133800,-0.182240,0.116970,-0.350930,-0.233960,171.908696,8.000000
-3466.783792,-0.208220,8.286400,0.646210,0.081260,-0.151440,-0.070180,547.816206,5.000000
-3540.661409,-0.201307,4.683800,0.409750,0.047210,0.005680,0.052890,466.449701,4.000000
-3670.058239,-0.281743,0.023700,0.795130,0.058680,-0.169590,-0.110910,622.579154,2.000000
-2896.548978,-0.113305,3.377100,0.799920,0.052110,-0.150270,-0.098160,296.241721,4.000000
-2667.406072,-0.105642,6.315400,-0.930870,0.150950,-0.233910,-0.082960,278.147537,7.000000
-4723.869992,-0.244483,7.832600,-0.494480,0.079250,-0.152890,-0.073640,532.998152,5.000000
-3352.461371,-0.155560,3.663600,-1.446980,0.161020,-0.311530,-0.150510,369.186465,6.000000
-2218.996252,-0.071045,5.438400,-0.579900,0.136430,-0.341440,-0.205010,225.475915,8.000000
-2408.958274,-0.096819,2.955400,0.374460,0.074630,-0.050730,0.023900,241.225678,5.000000
-3723.491089,-0.148296,7.084400,-1.574170,0.132030,-0.201630,-0.069600,388.287510,5.000000
-5811.026853,-0.109938,7.941700,0.185580,0.076370,-0.177800,-0.101430,327.792398,5.000000
-2533.165096,-0.091251,6.068100,-0.907550,0.160790,-0.334740,-0.173950,254.648294,8.000000
-2214.783080,-0.047547,3.722300,-0.984920,0.167540,-0.222680,-0.055140,161.202150,7.000000
-3431.047223,-0.180225,0.049500,-0.180580,0.074900,-0.171130,-0.096230,512.280050,6.000000
-3341.453656,-0.144904,3.099600,-1.216870,0.099000,-0.147270,-0.048270,377.872199,6.000000
-2527.900068,-0.081840,3.922500,-0.307290,0.109870,-0.167220,-0.057350,251.810556,8.000000
-2267.145173,-0.067423,3.856600,-0.409890,0.075740,-0.348830,-0.273090,198.843304,4.000000
-2946.722038,-0.076183,7.299000,0.480190,0.068050,-0.148050,-0.080000,224.497903,4.000000
-4563.565312,-0.232489,8.003400,-1.025380,0.083760,-0.155990,-0.072230,528.535173,6.000000
-4613.559265,-0.103915,3.388600,-0.822470,0.143520,-0.351480,-0.207960,311.388064,8.000000
-1980.839842,-0.032180,3.804000,-1.150060,0.094990,-0.203740,-0.108750,121.640437,5.000000
-2776.309034,-0.096683,11.351500,-1.649460,0.158600,-0.302530,-0.143930,238.790603,5.000000
-3703.621237,-0.219817,0.015700,0.467790,0.085370,-0.173110,-0.087740,608.190074,6.000000
-2880.168985,-0.091906,5.213400,0.624200,0.065890,-0.168220,-0.102330,216.226341,4.000000
-3386.805163,-0.120258,5.571400,0.530150,0.014720,-0.170570,-0.155850,344.581919,5.000000
-2099.952026,-0.049799,8.488600,-1.389780,0.161720,-0.182990,-0.021270,158.457016,5.000000
-2986.082605,-0.074385,4.807600,0.332530,0.068880,-0.174020,-0.105140,239.656182,4.000000
-3776.836992,-0.224749,4.304500,0.271730,0.058310,-0.139290,-0.080980,521.551424,4.000000
-3423.788993,-0.119805,0.833600,0.332460,0.059330,-0.145940,-0.086610,358.007870,6.000000
-5135.140542,-0.184370,16.188700,0.270860,0.062370,-0.147890,-0.085520,481.089090,6.000000
-4670.217420,-0.272205,2.161900,-1.189720,0.097320,-0.138540,-0.041220,674.230051,6.000000
-1964.495558,-0.031882,3.988000,-1.443230,0.161580,-0.032350,0.129230,114.645065,5.000000
-4096.256215,-0.244544,4.805300,-1.165810,0.139880,-0.142720,-0.002840,537.999575,6.000000
-4302.019819,-0.158856,13.088500,0.721260,0.059290,-0.140550,-0.081260,455.233850,4.000000
-3409.881888,-0.126374,8.153600,0.232660,0.070840,-0.169720,-0.098880,348.052514,5.000000
-2574.784671,-0.097273,4.018700,-0.494870,0.138320,-0.161260,-0.022940,261.267071,8.000000
-3762.941200,-0.222478,2.838500,-0.661100,0.109650,-0.149130,-0.039480,552.529249,8.000000
-3084.320682,-0.142902,1.880200,-0.423100,0.137050,-0.320670,-0.183620,387.923599,8.000000
-2791.360085,-0.110783,3.670500,-0.899660,0.143040,-0.340210,-0.197170,311.840336,8.000000
-3256.332699,-0.118622,9.123900,0.198080,0.081740,-0.139760,-0.058020,309.688594,6.000000
-2596.238723,-0.083194,0.004000,0.704720,0.117330,-0.157460,-0.040130,212.875194,6.000000
-3410.409678,-0.178000,3.010400,-0.228340,0.117670,-0.158730,-0.041060,462.668106,6.000000
-2591.865362,-0.106484,12.215700,-0.149020,0.074380,-0.165820,-0.091440,328.554078,6.000000
-3400.286044,-0.179562,5.613500,-1.223020,0.124330,-0.007130,0.117200,423.691257,5.000000
-4462.450069,-0.099975,3.507000,-0.783590,0.125990,-0.310240,-0.184250,266.331639,8.000000
-3168.913352,-0.154218,4.021500,-0.751960,0.122670,-0.180710,-0.058040,401.546187,8.000000
-4260.334000,-0.171885,16.066800,0.541120,0.109250,-0.169930,-0.060680,395.658115,6.000000
-3015.141593,-0.134266,4.406000,0.709820,0.080600,-0.179750,-0.099150,350.535769,4.000000
-3371.881248,-0.164787,2.275800,0.459040,0.081810,-0.134560,-0.052750,497.479208,6.000000
-2885.211808,-0.054662,8.220900,-1.506550,0.121460,-0.209140,-0.087680,208.411524,6.000000
-3190.827761,-0.240159,0.474400,0.954360,0.069330,-0.141710,-0.072380,525.891611,4.000000
-4834.673760,-0.224903,4.915900,0.152870,0.079140,-0.131680,-0.052540,521.355469,5.000000
-2774.247915,-0.088774,4.829000,-0.896250,0.132660,-0.208680,-0.076020,272.403762,7.000000
-2985.030386,-0.153691,0.181700,0.744250,0.087220,-0.156100,-0.068880,423.555239,6.000000
-3359.409765,-0.173292,10.478000,-1.161630,0.126500,-0.192450,-0.065950,443.611092,6.000000
-3766.512388,-0.118481,0.018100,0.145400,0.035690,-0.115860,-0.080170,378.741229,6.000000
-3301.590113,-0.125014,5.639700,0.416260,0.068740,-0.175800,-0.107060,337.607547,4.000000
-2588.908838,-0.063740,9.179200,0.644380,0.071490,-0.183820,-0.112330,213.067970,5.000000
-3248.887262,-0.179946,4.409000,0.924640,0.048900,-0.149840,-0.100940,449.810876,4.000000
-3922.830498,-0.110116,0.014400,-0.473170,0.120370,-0.156130,-0.035760,304.917343,6.000000
-2649.765987,-0.095253,11.148700,-0.578170,0.087020,-0.173130,-0.086110,274.102172,6.000000
-4063.615067,-0.236801,1.300600,-0.778850,0.141460,-0.292060,-0.150600,561.838585,8.000000
-4786.078149,-0.304563,4.039900,-1.146160,0.025040,-0.261620,-0.236580,701.839398,6.000000
-4494.040626,-0.201356,8.406100,-0.830250,0.087660,-0.154050,-0.066390,493.668978,5.000000
-4552.452490,-0.312799,3.273600,-0.925110,0.123770,-0.189370,-0.065600,690.926299,6.000000
-2409.857415,-0.070279,3.452200,-0.867140,0.131550,-0.212860,-0.081310,232.031327,7.000000
-3461.149996,-0.185096,0.018700,-1.724670,0.176600,-0.177610,-0.001010,440.470461,5.000000
-3450.703975,-0.146451,3.972300,-1.347430,0.166240,-0.281930,-0.115690,355.861295,6.000000
-2505.283169,-0.103196,5.937600,-0.513250,0.111930,-0.330800,-0.218870,305.541351,6.000000
-2296.558278,-0.067041,6.910000,-0.386710,0.143430,-0.218880,-0.075450,211.044680,8.000000
-2561.517310,-0.106027,6.354200,-0.576340,0.126640,-0.181100,-0.054460,290.100156,4.000000
-2140.103290,-0.051691,5.821900,-0.799330,0.105920,-0.180720,-0.074800,193.605062,6.000000
-2654.921365,-0.090476,4.097000,-0.225320,0.125420,-0.171520,-0.046100,320.273902,8.000000
-4078.202114,-0.244441,3.522900,-0.722490,0.124930,-0.197600,-0.072670,609.593695,7.000000
-11442.360899,-0.172744,4.091200,-1.652030,0.136720,-0.206480,-0.069760,390.644743,5.000000
-2973.072007,-0.225412,2.010800,0.913340,0.045310,-0.137190,-0.091880,490.479503,3.000000
-2834.424831,-0.139391,9.142900,-0.289570,0.065440,-0.166170,-0.100730,367.995517,8.000000
-2490.914264,-0.069909,2.783800,-0.878160,0.161940,-0.344030,-0.182090,199.446106,8.000000
-3085.671780,-0.134360,4.268700,-0.458610,0.127730,-0.184580,-0.056850,376.753062,8.000000
-2626.333632,-0.087751,2.027800,-1.386360,0.151200,-0.207700,-0.056500,273.850053,6.000000
-3386.538435,-0.227697,2.987300,0.986430,0.073980,-0.163110,-0.089130,539.199150,4.000000
-2973.317167,-0.106452,6.039900,-0.985600,0.130510,-0.187030,-0.056520,312.930565,6.000000
-2791.801169,-0.100618,10.469500,-1.256600,0.095570,-0.168720,-0.073150,292.990313,5.000000
-3138.556217,-0.098756,5.655400,-0.950510,0.159430,-0.214050,-0.054620,297.666390,7.000000
-1987.039677,-0.034085,4.656000,-0.850000,0.130700,-0.217850,-0.087150,135.630672,7.000000
-6370.454420,-0.271746,8.019100,-0.792560,0.090030,-0.146210,-0.056180,695.824091,6.000000
-2605.782451,-0.096933,5.030200,-0.401420,0.100930,-0.160030,-0.059100,284.430529,8.000000
-3646.375501,-0.192242,1.498100,-0.937620,0.092440,-0.139820,-0.047380,471.292513,5.000000
-3162.148320,-0.083373,0.000600,0.912970,0.095830,-0.194880,-0.099050,286.469789,6.000000
-3096.297112,-0.124480,4.108400,-0.166250,0.124300,-0.196560,-0.072260,335.561822,9.000000
-7955.810022,-0.104298,10.481000,0.344120,0.061740,-0.153040,-0.091300,304.931985,4.000000
-4083.652455,-0.063235,0.007100,0.700070,0.099940,-0.083630,0.016310,237.082249,6.000000
-4861.722163,-0.221756,4.617600,-1.123560,0.117210,-0.174560,-0.057350,554.504751,6.000000
